Merchant_Category,Merchant_ID,Card_Type,Is_Chip,Is_Pin_Used,Distance_From_Home,Device_Type,Amount_Mean_User,Fraud_Flag
6,8201,0,1,0,-0.3579271176814242,2,-0.5330630183669463,0
5,9327,0,1,0,1.8759183340141283,1,0.2701182797977257,0
9,2994,1,0,0,-1.0061965001512982,1,-0.32835488669738555,0
0,1154,3,1,0,0.10246801700259443,0,-0.8764791276038669,0
2,9750,1,0,1,-0.8596132958348617,0,-0.018228692076631352,0
8,8126,3,0,1,0.07975794309441425,2,-0.744975683796722,0
4,6971,3,0,1,1.0356455994114575,0,2.3203464043426214,0
5,1766,0,1,0,-0.9504535914675829,1,-0.7251011079064733,0
7,8005,0,0,0,0.6124124038499158,2,-0.4916576519289283,0
2,3728,0,0,0,0.019885930063757093,0,-0.9914204248358047,0
9,9857,1,1,0,-0.4033472654977849,2,0.7763402898689329,0
4,5255,0,1,1,0.4637646473600082,0,-0.17912994605476898,0
7,4956,2,0,1,-0.9958737392839434,1,0.1470615307439363,0
8,4375,3,0,0,-0.7068364349980125,1,-0.6853519561259762,0
6,9114,2,0,0,-0.6758681523959484,1,2.673368558593162,0
3,3319,3,0,0,-0.2629577177017612,2,-0.5068120160452428,0
5,5369,0,0,0,1.08519485157476,0,0.250326514640353,0
5,5715,2,0,0,-0.7233528523857801,1,-0.9957265829453587,0
9,2338,2,0,1,-0.7233528523857801,1,-0.6668023519617442,0
1,4594,3,0,0,-0.8616778480083327,1,-0.8038541148715835,0
2,3728,2,0,0,2.3383780208716183,0,1.5175791598423298,0
5,1792,2,0,1,-0.820386804538914,0,-0.13913236207564367,0
4,1441,3,0,0,0.1726627909006062,2,0.11617312738117501,0
8,8194,2,1,0,-0.948389039294112,2,-0.8717589158299329,0
9,5674,2,0,0,-0.4487674133141455,1,0.1927730552915081,0
4,3152,0,0,1,0.7755120255541196,1,-0.9175532511103808,0
6,2938,3,0,1,1.5146217036567147,0,1.5301663912394872,0
3,1853,0,0,0,2.548962342565654,1,-0.44056342974441415,0
7,3570,1,1,1,1.9337257948713147,1,-0.8248880410220966,0
8,9366,0,0,0,-0.7605147915082568,2,-0.33804374244388175,0
3,7356,1,1,0,-0.9958737392839434,0,1.238838232981593,0
0,1802,1,0,0,2.0844381035346933,1,2.3908183380201278,0
9,8312,1,0,1,1.4464914819321737,0,0.16850951055882962,0
6,9829,3,0,0,-0.8348386697532105,0,0.9969480822506923,0
0,3623,0,0,0,-0.14527824381391777,0,-0.5271834563327477,0
9,2369,3,0,0,-0.12463272207920847,0,-0.7646018274883425,0
4,2354,0,0,0,2.594382490382014,0,-0.9086096919597688,0
3,7894,3,0,1,0.019885930063757093,1,-0.3190800846152696,0
7,8465,3,0,0,0.3667306952068743,2,2.885612466954442,0
3,5691,0,1,0,-0.8059349393246173,0,-0.7211261927284237,0
2,8496,2,1,1,-0.19895660032416215,2,-0.7099053384237208,0
0,6981,2,0,0,-0.7439983741204893,0,0.9947950031959154,0
6,3502,0,0,0,-0.5808987524162853,1,0.6503023544316063,0
9,1209,0,1,1,-0.3971536089773721,1,0.0872307762410004,0
5,2869,1,0,0,0.13550085177812943,2,-0.650074583920785,0
2,4704,0,0,0,-0.6799972567428904,2,-0.09176462287055116,0
4,1993,2,0,0,-0.2588286133548193,1,0.10524211064153809,0
9,2151,2,0,0,1.242100816758551,1,-0.19122031305467016,0
6,5537,0,1,0,-0.3950890568039011,1,1.299372878713975,0
9,9403,3,0,0,-0.8059349393246173,1,0.0666523091213054,0
9,4501,3,1,0,-0.31870062638547647,2,-0.47476426242221703,0
9,2675,0,0,0,1.9275321383509016,2,0.5217800970079985,0
1,6035,0,0,0,-0.21547301771192964,0,-0.9110940139460499,0
7,7686,1,1,0,-1.0041319479778272,2,0.7553891744512958,0
2,8880,0,0,1,-0.11018085686491186,1,1.1870401195676328,0
5,3729,3,1,0,-0.461154726354971,1,-0.97585200705511,0
7,3137,0,0,0,-0.08747078295673168,2,-0.9637616400552088,0
9,9716,1,0,0,-0.2712159263956449,2,0.6396197698905975,0
1,9670,2,0,0,-0.5643823350285179,1,-0.8020322787483107,0
1,2273,0,1,0,-0.2918614481303543,1,-0.8283660918028901,0
1,9158,3,0,1,-0.35173346116101145,2,2.3102434949317456,0
6,5478,3,1,0,-0.5705759915489307,1,-0.7227824073859443,0
8,6935,1,1,1,0.007498617022931373,1,-0.2698905092869042,0
8,8552,1,1,0,-0.9896800827635308,2,-0.5938460962979566,0
3,7954,2,0,0,-0.915356204518577,0,-0.45546936166210067,0
9,8345,0,0,0,0.23253480393126338,1,-0.5636201787982034,0
9,1373,0,0,0,0.42453815606406053,2,-0.7870435360977482,0
1,8383,1,0,0,0.47821651257430486,2,0.28179459313324673,0
6,5628,3,0,0,-0.1370200351200342,0,-0.0795914451377739,0
8,8117,3,0,0,-0.8307095654062686,0,-0.3165957626289885,0
1,3295,3,0,0,0.8704814255337828,2,-0.9813175154249284,0
5,3371,2,0,0,0.23253480393126338,2,-0.8245567980905925,0
1,1364,0,0,0,0.06943518222705942,1,0.5226910150696351,0
8,8133,0,0,0,-0.5127685306917444,2,0.0840425630252729,0
5,6206,3,0,1,-0.22166667423234251,2,-0.25067841925966394,0
9,8155,1,0,0,0.5360239734314911,2,0.428121158125202,0
5,7674,1,1,0,0.346085173472165,0,1.224429165461163,0
3,8279,1,0,0,-0.3558625655079533,0,0.3043191124755284,0
8,6108,2,1,0,-0.8018058349776755,2,-0.031561220069673004,0
7,9592,3,1,0,0.23872846045167623,2,-0.17855027092463666,0
4,3269,3,0,0,1.182228803727894,2,-0.5054870443192263,0
5,9580,2,0,0,1.8284336340242966,0,-0.4418055907375547,0
5,2806,0,0,0,-0.8018058349776755,2,0.7400691888692292,0
9,5242,1,0,0,0.7528019516459393,0,1.2767655486388176,0
2,2419,0,0,0,0.04672510831887924,1,0.6999059834243516,0
8,9207,0,1,0,-0.6758681523959484,2,0.580575717349984,0
6,7914,0,0,0,0.12104898656383282,2,0.7153915904721704,0
1,8767,1,0,0,-0.7997412828042045,0,1.3085648700632153,0
2,7028,1,1,1,0.7321564299112301,2,-0.3664478238203621,0
6,4547,2,0,0,0.2841486082680368,0,0.7636702477388994,0
0,8200,3,1,0,-1.0165192610186529,2,-0.620345530818288,0
6,6652,1,0,0,-0.886452474089984,0,-0.733299370461201,0
1,7705,0,0,0,-0.40747636984472674,0,0.35756641371481945,0
4,7911,2,0,1,-0.8038703871511464,1,-0.9142408217953393,0
1,4625,3,0,0,1.7458515470854596,0,-0.28943384224564866,0
4,8240,1,0,0,-0.042050635140370954,1,0.5736196157883969,0
3,4543,0,1,0,-0.9876155305900597,1,-0.8584263878368912,0
6,4433,2,0,1,-0.5272203959060411,2,-1.042597457753195,0
2,9680,0,0,0,-0.16798831772209813,1,2.4257644672938152,0
4,9435,3,1,0,-1.0185838131921239,0,-0.28032466162928477,0
2,4905,1,0,0,2.5262522686574735,0,-0.6326015192839414,0
9,4656,3,0,0,-0.8410323262736232,2,-0.6954548655368527,0
5,8002,1,0,0,0.23872846045167623,1,-0.5108697419561686,0
5,4766,3,0,0,0.15201726916589695,1,-0.8153648067413525,0
2,1515,0,1,0,-0.5788342002428144,2,-0.6402201067085366,0
0,8655,2,0,1,-0.3290233872528312,0,-0.7713923075841774,0
8,7037,1,0,0,-0.853419639314449,1,0.03427331256677541,0
1,1403,0,0,0,-0.39095995245695925,1,0.06052431488847892,0
8,5600,1,1,0,1.7293351296976924,1,0.26871049733883295,0
0,4338,3,0,0,-0.65728718283471,0,-0.8065040583236167,0
9,2388,2,0,0,-0.12669727425267938,2,-0.4768345307441179,0
6,8123,3,0,1,-0.7150946436918962,1,-0.8710136192340486,0
6,3404,2,1,1,0.9654508255134456,2,-0.3137801977112033,0
3,9337,1,0,0,1.2008097732891325,2,-0.10166050544923744,0
4,7751,0,0,0,-0.34141070029365683,0,-0.7851388892415994,0
8,3917,3,0,0,1.5765582688608428,2,-0.04712963785036771,0
9,7641,0,0,0,-0.9091625479981642,1,-0.6213392596128006,0
3,1185,3,0,0,-0.09779354382408632,0,-0.0031571386931926446,0
7,6664,0,0,0,1.091388508095173,0,0.2894959912907179,0
0,1810,1,1,0,-0.5024457698243898,1,-1.079945098280287,0
8,5516,3,0,0,0.03433779527805352,0,-0.5689200657022697,0
9,6882,3,0,0,-0.29599055247729616,2,-0.7675830138718799,0
0,4527,3,1,0,-0.65728718283471,2,-0.5531860264558229,0
8,7871,0,1,0,-0.7295465089061928,2,-0.5478447341853186,0
6,7193,3,0,0,-0.8369032219266814,0,-0.5517782439969303,0
3,5254,3,0,1,-0.15973010902821436,2,-0.8054275187962283,0
6,6569,2,1,0,-0.17624652641598187,1,-0.6809629872835463,0
1,5558,2,1,0,0.5814441212478516,2,-0.39253320467631336,0
3,5207,2,0,0,-0.9360017262532863,0,-0.29523059354697123,0
7,7619,3,1,0,-0.366185326375308,0,-0.823438853196766,0
4,4961,1,0,0,-0.18656928728333652,1,0.4287836439882104,0
9,5906,0,1,0,2.815289572943404,1,-0.6630758689823225,0
3,3048,3,0,1,0.5215721082171945,1,0.20974925553109539,0
6,7126,3,0,0,0.5112493473498398,1,1.9795802385577341,0
2,4459,0,1,0,1.184293355901365,1,-0.5656076363872283,0
5,9402,1,1,0,1.1595187298197138,2,-0.8076634085838811,0
6,2584,2,1,0,0.8106094125031255,1,-0.008291404131506907,0
7,4124,0,0,0,-0.35379801333448235,1,1.180870719968368,0
6,7575,2,0,0,-0.430186443752907,2,1.5791075343692245,0
2,5202,2,1,0,-0.7274819567327218,2,-0.45265379674431544,0
4,2757,0,1,0,-0.981421874069647,2,2.1235052922962843,0
2,8436,2,1,0,-0.10192264817102811,0,0.8525261641148858,0
7,1936,0,0,0,-0.7109655393449543,1,0.14606780194942384,0
1,1648,3,0,0,-0.690320017610245,1,1.5012654454657506,0
1,8324,1,1,1,-0.8369032219266814,1,1.3930318175967717,0
9,5011,2,0,0,-0.10811630469144097,2,2.202589542192899,0
8,7000,1,1,0,0.4823456169212466,1,-0.6499089624550328,0
7,7217,1,0,0,-0.5334140524264538,0,-0.21829942270513397,0
3,1272,1,0,0,-0.23405398727316815,2,-0.6598462504001571,0
5,5763,2,1,0,0.06737063005358852,1,-0.25018155486240773,0
8,2323,0,1,0,0.37498890390075806,1,0.46546879865229407,0
0,9714,3,1,0,-0.9236144132124607,1,0.42091662436498684,0
4,7874,1,0,0,-0.7501920306409021,1,-0.6134722399895771,0
5,4185,2,0,1,-0.430186443752907,1,-0.3035944775674509,0
6,8717,3,0,0,-0.5994797219775239,1,0.29703176798243736,0
3,4844,2,0,0,-0.6283834524061169,0,-0.19420149943820744,0
1,4252,1,0,1,-0.6738036002224775,1,-1.0555159320818566,0
2,8519,0,1,1,-0.6593517350081809,1,-0.9743614138633414,0
0,1893,3,1,0,0.5628631516866133,2,-0.9439698748978362,0
1,2519,2,1,1,0.4224736038905897,2,0.7290553613967163,0
6,6535,2,1,1,-0.38683084811001733,0,-1.1577043764508848,0
8,1576,2,1,0,-0.4673483828753839,0,-0.9375934484663814,0
4,7828,0,0,0,-0.3083778655181218,1,-0.932210750829439,0
0,9214,0,1,0,-0.8740651610491582,2,0.22101151520223639,0
9,9746,1,1,1,0.22221204306390874,0,0.2120679560516244,0
8,3424,2,0,0,0.8684168733603119,2,0.5777601524321987,0
9,8833,0,1,0,-0.719223748038838,0,-0.9905095067741684,0
4,4755,3,0,1,-0.849290534967507,2,-0.47907042053177085,0
6,6862,1,0,0,0.2614385343598566,1,-0.6542151205645867,0
2,9657,1,1,1,-0.9731636653757633,2,-0.07379469383645125,0
2,1997,1,0,0,0.9757735863808005,2,-0.7759468978923595,0
7,2263,3,1,1,-0.5891569611101691,2,-0.7561551327349868,0
5,1776,3,1,0,-0.7811603132429662,0,-0.5617155319420547,0
9,5546,0,1,0,-0.6448998697938844,1,-0.2054637591093483,0
8,7634,0,0,0,0.6268642690642122,0,-0.5304130749149132,0
6,3890,1,0,1,-1.01032560449824,0,-0.4654066496072249,0
8,7769,2,0,0,-0.2402476437935809,0,-0.8610763312889244,0
6,1324,1,0,0,0.31718144304357176,1,-1.0063263567534912,0
2,5853,3,1,1,-0.6779327045694193,0,-0.8803712320490407,0
2,6102,3,0,0,0.9964191081155098,2,0.2142210351064015,0
4,6019,3,0,0,-0.3310879394263021,0,-0.1813658358424219,0
3,8012,1,0,0,-0.5767696480693435,2,-0.971214606014052,0
1,3117,2,1,0,-0.5003812176509189,2,-0.4942247846480854,0
0,1089,3,1,0,-0.7419338219470184,2,-1.181305435320555,0
8,4040,1,0,0,1.4526851384525867,0,1.2864544043853134,0
0,4487,0,1,0,-0.7150946436918962,2,-0.5338083149628305,0
0,3997,3,1,0,-0.5210267393856282,1,-0.07271815430906281,0
5,4787,2,0,0,1.7768198296875233,0,-0.5823354044281875,0
5,3490,2,1,1,-0.8430968784470944,0,0.07095846723085936,0
1,8648,1,0,1,-0.721288300212309,0,-0.6115675931334282,0
3,3485,0,1,0,-0.5870924089366982,0,-0.8864992262818673,0
3,2709,3,0,0,-0.16592376554862723,0,-0.04977958130240103,0
6,4258,0,1,1,0.5690568082070261,0,-0.4692159433195226,0
5,7201,2,0,0,-0.43844465244679076,2,-0.30897717520439316,0
8,3809,2,0,1,2.559285103433008,0,-0.1243092408908332,0
4,1661,2,0,0,0.21808293871696696,1,-1.0097215968014086,0
9,6919,1,1,0,-0.170052869895569,0,-0.7053921534819768,0
0,7760,3,0,0,-0.2815386872629997,1,-0.43161987059380225,0
4,5173,2,0,0,-1.0185838131921239,0,-0.2686483482937638,0
4,4751,1,0,0,0.2944713691353916,2,-0.48519841476459746,0
1,1179,1,1,0,-0.5808987524162853,0,-0.1154484924730973,0
3,8013,0,0,0,-0.9752282175492342,2,0.8084708542248348,0
1,9423,2,0,0,-1.0165192610186529,0,-0.005779478567600564,0
1,6568,0,1,0,0.16853368655366444,0,-0.42064744848772756,0
8,5864,3,1,0,-0.9339371740798154,2,-0.46134892369629915,0
0,4973,2,0,0,-0.7997412828042045,1,0.1613877875314904,0
4,5880,3,0,0,-0.025534217752603634,2,-0.2561025222630443,0
1,1260,2,0,0,1.3639093949933363,0,0.19848699585995463,0
7,8820,2,0,0,1.2049388776360743,1,-0.09060527261028653,0
4,3514,0,1,0,2.1071481774428733,0,-0.8756510202751066,0
7,8948,2,0,1,-0.7687730002021406,2,0.9081749766075818,0
5,7564,1,0,0,-0.4694129350488548,1,0.5572230906789419,0
2,3112,2,0,0,-0.2794741350895287,2,-0.740172661289912,0
9,8378,1,0,0,-0.3827017437630755,2,0.2812977287359905,0
9,6375,0,0,1,-0.21960212205887153,1,-0.7827373779881944,0
1,3719,1,0,0,1.376296708034162,0,-0.050442067165409187,0
4,2069,3,0,0,-0.8781942653961002,1,2.5224874032930256,0
8,8872,2,1,0,-0.915356204518577,2,-0.7551614039404745,0
6,5087,3,0,0,-0.7708375523756115,1,-0.4280590090801328,0
7,7506,1,0,0,1.5393963297383662,0,2.6300585452989953,0
5,9181,1,0,0,1.2627463384932607,0,-0.7505240028994165,0
1,5662,1,0,1,-0.8554841914879199,1,1.0302794022332968,0
5,9095,3,0,0,0.48028106474777577,1,-1.0567580930749971,0
0,4725,1,0,0,1.6508821471057964,2,-0.42441533683358723,0
0,7211,1,1,1,-0.8224513567123849,0,1.4418901499936332,0
0,1284,1,0,0,0.6247997168907413,0,-0.8118039452276828,0
4,6785,0,0,0,-0.3248942829058893,0,0.6141554695312166,0
3,1076,1,0,1,-0.882323369743042,2,0.8161722523823062,0
0,9081,1,0,0,-0.719223748038838,2,-0.38201624160105685,0
7,6800,1,0,0,1.0480329124522831,1,1.1647226270575408,0
5,7686,1,0,1,1.3907485732484586,1,-0.6783958545643892,0
6,1153,3,0,0,1.058355673319638,2,-0.48710306162074635,0
2,1350,2,0,0,1.4526851384525867,2,-0.9045519660488432,0
7,2729,1,0,1,-0.1390845872935051,2,-1.0304242800204175,0
6,8243,2,1,0,-0.37444353506919176,2,0.5897677086992241,0
0,4290,2,0,0,-0.7274819567327218,1,-0.52337416262045,0
7,3950,1,0,0,-0.9545826958145249,0,0.16917199642183778,0
3,6639,2,0,0,-0.3125069698650637,0,1.7509398050869989,0
8,8648,1,0,0,0.06117697353317585,1,1.3551045019395473,0
7,5907,3,1,0,-0.7398692697735474,1,-0.9187954121035213,0
8,6910,3,0,0,-0.7274819567327218,1,-0.5615499104763025,0
3,7480,2,1,0,-0.719223748038838,1,-0.29721805113599614,0
0,4302,2,0,0,-0.43638010027331986,2,-0.9831393515482012,0
3,4964,3,0,0,0.14375906047201317,0,-0.3910426114845448,0
0,9172,2,0,0,-0.9421953827736992,2,0.9332666286690208,0
4,2275,1,0,0,-0.3579271176814242,1,-0.3929472583406935,0
7,6801,3,0,0,0.5752504647274388,2,0.4130496047417635,0
7,1832,1,0,0,1.543525434085308,2,-0.6944611367423402,0
9,9842,3,0,0,-0.07714802208937703,1,-0.47799388100438245,0
5,4944,1,0,0,-0.21340846553845877,1,-0.5461471141613599,0
1,9474,3,0,0,-0.9752282175492342,2,-0.68965811423553,0
5,4745,0,1,0,-0.5024457698243898,2,-0.9014051581995537,0
3,8202,3,0,1,1.2813273080544991,1,-0.9508431657265471,0
6,5165,2,0,0,-0.9339371740798154,0,-0.5268522134012436,0
9,7856,3,0,1,-0.6510935263142972,0,0.885402025066672,0
7,3942,0,0,0,-0.9690345610288214,1,1.2615283737896268,0
7,3624,2,0,0,0.8064803081561837,2,1.05193440888038,0
6,2720,1,1,0,0.8746105298807245,2,-0.8014526036181784,0
4,3459,3,0,0,-0.915356204518577,0,0.4995868205972209,0
0,8891,3,1,0,0.4348609169314152,2,-0.8998317542749091,0
8,7685,1,0,0,-0.3806371915896046,1,-0.8825243111038176,0
9,8789,0,0,0,-0.5107039785182735,2,-0.7197184102695311,0
9,7606,1,0,0,0.9675153776869165,2,-0.9375106377335054,0
7,6000,2,0,0,-0.7068364349980125,1,-0.6980219982560096,0
0,5176,3,0,0,-0.9649054566818795,0,-0.712927930173696,0
0,3269,2,0,0,-0.08540623078326079,1,-0.8879070087407598,0
9,7878,0,0,1,-0.366185326375308,0,-0.027503494158747404,0
3,7976,1,0,0,-0.6366416611000006,0,-0.8416158090630559,0
0,7396,3,0,1,-0.22992488292622626,2,-0.8631465996108253,0
6,6446,0,0,0,2.8978716598822416,0,0.7035496556708972,0
6,9036,3,1,0,-0.1906983916302785,1,1.2748609017826686,0
4,2998,1,0,0,0.013692273543344232,0,1.584987096403423,0
8,4680,1,0,0,-0.9545826958145249,1,0.8194846816973475,0
5,7999,0,0,0,-0.9566472479879957,0,-0.7271713762283742,0
8,7245,0,0,0,1.1760351472074815,2,-0.730897859207796,0
3,1543,3,0,0,-0.558188678508105,2,-0.9231843809459512,0
2,8509,3,1,0,2.8813552424944744,2,-0.529999021250533,0
1,6683,2,0,0,-0.6738036002224775,1,-0.27262326347181354,0
4,2759,1,0,0,-0.2732804785691159,0,-0.7853873214402275,0
2,7550,2,0,0,1.0418392559318705,1,-0.19122031305467016,0
7,5497,1,0,0,0.04053145179846638,2,-0.68965811423553,0
8,2225,1,0,0,0.6186060603703285,1,-0.825633337617981,0
8,1161,0,0,1,-0.7419338219470184,0,0.3256014708246696,0
0,4054,2,1,1,0.0529187648392921,1,2.3268056415069527,0
9,4934,1,0,1,1.2379717124116092,0,0.39259535372138266,0
5,3626,0,1,1,0.007498617022931373,0,-0.06791513180225286,0
7,9532,3,0,0,-0.14734279598738884,0,-0.007463296802746594,0
9,1076,3,0,0,0.8023512038092419,2,-0.4249950119637194,0
4,8935,1,1,0,-0.3021842089977089,0,0.31442202188640483,0
3,4420,3,0,0,-0.9710991132022923,2,-1.0454958334038562,0
9,5803,1,1,0,1.1285504472176497,0,-0.278668446971764,0
8,4721,2,1,0,-0.5334140524264538,2,-0.8615731956861805,0
6,5988,2,0,0,0.3646661430334034,0,0.9673846506139475,0
6,1420,2,0,0,0.13550085177812943,2,0.25040932537322896,0
4,5049,1,0,0,0.2944713691353916,0,-0.63889513498252,0
9,9014,2,0,1,-0.9834864262431179,2,-0.12464048382233739,0
5,4143,3,0,0,0.8519004559725444,2,-0.3560136714779816,0
1,7412,0,0,0,-0.5705759915489307,1,-0.015330316425970143,0
0,8791,3,0,0,1.054226568972696,0,-0.6263907143182387,0
8,8397,1,1,0,-0.7832248654164372,2,-0.9539899735758366,0
8,1662,3,0,0,1.0975821646155857,2,-0.3226409461289391,0
3,6717,2,0,0,-0.7336756132531347,1,-0.696614215797117,0
2,7609,1,0,0,-0.37031443072224984,0,-0.6615024650576778,0
7,2645,2,0,0,-0.5148330828652155,1,1.0937538289827782,0
4,9194,1,1,0,-0.6820618089163613,2,0.6572584559931933,0
3,3209,0,1,0,0.2263411474108507,0,-0.35709021100537,0
8,3407,1,0,0,-0.7563856871613149,1,-0.733299370461201,0
9,9492,0,0,0,-0.9979382914574145,2,1.0434877141270245,0
3,7768,2,0,0,0.5195075560437236,1,-0.3002820482524094,0
8,9270,2,0,1,0.7528019516459393,2,-0.7205465175982915,0
9,2560,0,0,0,-0.6965136741306578,0,0.2264770235720547,0
6,2453,2,0,0,-0.7956121784572627,0,-0.5897055596541547,0
4,3051,1,1,0,-0.6696744958755356,1,-0.7921778015360624,0
7,6299,3,1,0,0.8457067994521313,0,1.3087304915289673,0
6,7023,2,0,0,-0.7894185219368498,2,-0.6482527477975122,0
2,8831,2,1,0,-1.014454708845182,2,-0.057812222391376504,0
4,9363,1,0,1,0.25318032566597287,2,-0.9677365552332585,0
4,2906,2,0,0,1.114098582003353,2,-0.9529134340484481,0
0,1853,0,0,0,-0.34141070029365683,1,-0.5261897275382352,0
8,4653,0,0,0,0.11485533004342015,2,-0.9660803405757378,0
2,7084,2,0,0,-0.43844465244679076,1,-0.6358311378661068,0
6,9054,1,0,0,-0.7708375523756115,1,0.07841143318970263,0
5,3456,1,0,0,-0.12050361773226669,1,-0.890391330727041,0
8,6374,3,0,1,-0.9318726219063446,1,0.8276415388856371,0
3,2512,0,0,0,-0.09159988730367347,0,0.928546416895087,0
3,4064,2,1,0,0.038466899624995485,2,0.23136285681174087,0
9,5750,3,1,0,-0.21960212205887153,0,1.2043889681051623,0
9,3839,2,1,0,-0.9566472479879957,0,-0.49107797679879606,0
7,3887,1,0,0,1.2441653689320222,0,1.8939539407639128,0
0,2282,3,0,0,-0.2753450307425868,1,-0.046384341254483485,0
8,2274,3,1,0,-0.752256582814373,0,-1.0439224294792113,0
4,1647,0,0,0,-0.019340561232190773,1,-0.8870789014119995,0
6,7253,1,1,1,-0.7997412828042045,2,0.022928242162758464,0
7,9478,3,0,0,-0.6779327045694193,0,-0.21258548213668751,0
1,8674,2,0,0,-0.2402476437935809,2,-0.6634899226467027,0
9,7805,3,1,0,-0.5437368132938085,2,-0.9381731235965136,0
1,8737,1,0,0,1.4733306601872962,2,0.024253213888775133,0
3,7046,3,1,0,-0.8802588175695711,2,-0.21564947925310077,0
9,9065,2,0,0,-0.4528965176610873,0,-0.6720194281329344,0
9,7015,1,0,0,-0.9587118001614666,1,-0.3651228520943455,0
9,7579,3,0,0,-0.9855509784165888,0,-1.1741009015603399,0
6,4377,1,0,0,-0.34347525246712773,0,-0.698684484119018,0
3,6468,2,0,0,-0.9834864262431179,0,-0.571652819887179,0
0,6161,0,1,0,0.9633862733399747,2,0.6386260410960853,0
5,3034,1,0,0,-0.562317782855047,0,-0.07445717969945964,0
3,7777,3,0,0,-0.9380662784267574,1,-0.9060425592406118,0
6,3513,1,0,0,-0.65728718283471,0,0.48468088867953457,0
9,2116,1,1,0,-0.6799972567428904,1,-0.5478033288188806,0
8,1628,2,0,1,-0.9360017262532863,0,-0.0463015305216074,0
9,7459,0,0,0,-0.5478659176407504,2,-0.6010506300581717,0
5,9636,1,0,0,-0.9855509784165888,1,-0.8223209083029396,0
1,2903,2,0,1,0.39356987346199646,2,-0.352369999231436,0
8,1527,3,0,1,-0.5086394263448025,2,-0.7569004293308712,0
3,2972,1,0,0,2.8978716598822416,1,-0.4404806190115382,0
3,2638,3,0,0,-0.0028241438444232708,0,0.356738306386059,0
6,6021,2,1,0,-0.911227100171635,2,-0.534967665223095,0
7,6336,0,0,0,0.042596003971937274,1,0.021023595306609723,0
1,1565,2,0,0,-0.6779327045694193,1,0.912977999114392,0
3,4872,3,0,0,-0.5189621872121573,1,-0.22301963447906795,0
9,6297,3,0,0,-0.5685114393754597,1,-0.07164161478167438,0
8,9616,0,0,0,-0.7068364349980125,1,0.20693369061331013,0
7,8979,1,1,0,-0.6325125567530587,0,1.9529979933045263,0
3,5377,3,1,1,0.8952560516154339,0,-0.07586496215835214,0
5,6702,0,0,0,0.019885930063757093,2,-0.571818441352931,0
3,6887,1,1,1,-0.4818002480896804,0,-0.5872212376678737,0
8,4581,1,1,0,0.6124124038499158,1,2.1609357435562524,0
0,5645,3,0,1,-0.6923845697837159,2,-0.5938460962979566,0
7,8092,1,0,1,-0.5974151698040528,1,-0.4868132240556803,0
7,8837,0,0,0,0.32750420391092644,2,0.04280281805300712,0
6,3342,0,1,0,-0.34141070029365683,0,-0.00945075439177153,0
1,5680,3,0,0,0.5236366603906654,2,0.19558862020929343,0
7,4037,3,0,0,0.18505010394143195,0,-0.7902731546799137,0
8,5113,1,0,1,-0.9772927697227051,0,-0.9421480387745634,0
7,7817,2,1,0,-1.0082610523247693,0,-0.5156727644629787,0
4,9581,2,0,0,1.4836534210546506,1,0.2839476721880236,0
8,4808,2,1,0,-0.21753756988540063,1,-0.7621175055020614,0
0,4211,1,0,0,-0.6758681523959484,0,2.1617638508850128,0
9,2535,0,0,0,0.7755120255541196,2,0.13455711007965496,0
5,1273,1,0,0,0.2820840560945659,1,-0.9331216688910755,0
3,6519,0,1,0,-0.47354203939579664,1,-0.7985542279675172,0
7,3200,2,0,0,0.8828687385746085,2,-0.21333077873257175,0
3,3331,2,0,0,-0.6056733784979366,1,0.43333823429639223,0
8,5947,1,0,0,-0.461154726354971,1,-0.5096275809630281,0
6,8654,3,1,0,-0.5829633045897563,2,-0.21656039731473714,0
3,8417,3,0,0,-0.8141931480185011,2,-0.8304363601247909,0
6,8243,3,1,0,-0.6882554654367741,1,-1.1006477814992959,0
0,7261,2,0,1,1.1058403733094693,1,-0.7704813895225411,0
5,5544,2,1,1,0.6619616560132183,2,-0.5184055186478879,0
1,5685,0,0,0,-0.20927936119151688,1,0.31135802476999147,0
8,6437,3,0,0,-0.06476070904855132,2,-0.994401611219342,0
3,1617,3,1,1,1.1058403733094693,1,-0.5065635838466148,0
1,4502,1,0,0,-0.8410323262736232,1,-0.3525356206971881,0
2,4607,3,0,0,-0.13495548294656312,2,0.06938506330621463,0
4,6201,0,1,0,-0.5272203959060411,1,-0.9002458079392892,0
3,4982,2,0,1,-0.5127685306917444,1,-0.6071786242909983,0
7,3609,3,0,0,0.11691988221689104,2,-0.5931007997020722,0
2,9403,2,1,0,1.0707429863604634,0,0.21778189662007086,0
1,1198,0,0,0,-0.7873539697633789,0,-0.48287971424406845,0
4,2290,2,1,1,-0.6036088263244657,1,-0.16298185314394195,0
9,6148,3,1,0,0.12930719525771658,2,-0.6227470420716931,0
9,8456,0,0,0,-0.3393461481201858,1,-0.8873273336106277,0
4,7528,3,0,0,2.666641816453497,0,-0.011396806614358379,0
8,3402,3,0,1,0.6124124038499158,2,0.9254824197786734,0
6,6452,0,0,0,-0.2588286133548193,2,0.05944777536109025,0
8,2084,2,0,0,-0.430186443752907,0,-1.0294305512259052,0
4,9672,2,0,0,-0.5272203959060411,2,-0.6379014061880077,0
5,5866,2,1,1,-0.9318726219063446,0,-0.5963304182842376,0
0,6324,2,1,1,-0.5850278567632272,1,-0.012431940775308698,0
